,SoldPr,Type,Zip,Area,Rooms,FullBaths,HalfBaths,BsmtBth,Beds,BsmtBeds,GarageSpaces,houseEra
469,1880618.75,SFH,60029,7333,14,4,1,Yes,4.0,1,4.0,recent
3689,330050.0,SFH,60053,2080,7,2,0,No,3.0,0,1.0,19A
7107,199618.75,Condo,60077,1550,5,2,0,No,2.0,0,1.0,19A
8479,1547749.9999999998,SFH,60091,5240,13,5,1,Yes,5.0,0,2.0,recent
3309,908790.625,SFH,60062,2949,9,4,1,Yes,4.0,0,2.0,20A
3219,364900.0,SFH,60053,1288,9,2,0,No,3.0,1,2.0,19A
5979,609875.0,SFH,60062,3167,9,2,1,No,4.0,0,2.5,19A
6882,153750.0,SFH,60002,1500,8,3,0,Yes,3.0,0,2.0,19A
2898,376687.5,Townhouse,60201,1904,6,2,1,No,2.0,0,1.0,19A
8988,625861.9089843747,SFH,60062,2970,10,4,1,Yes,5.0,0,2.5,19A
37,322959.4984374999,SFH,60076,1400,10,3,0,Yes,3.0,0,0.0,19A
680,270087.5,Condo,60201,1017,5,2,0,No,2.0,0,0.0,19A
7326,333125.0,Townhouse,60062,1918,7,2,1,No,3.0,0,2.0,19A
3005,750592.7656249997,SFH,60062,3348,12,2,1,No,4.0,0,2.0,19A
6489,775428.5556640622,SFH,60062,3515,10,2,1,No,4.0,0,3.0,19A
6432,1178750.0,SFH,60025,4248,12,3,2,Yes,4.0,0,3.0,19B
3586,261272.5,Townhouse,60202,1224,6,1,1,No,2.0,0,0.0,19A
980,344605.0,SFH,60053,1025,8,2,0,Yes,3.0,1,2.0,19A
1138,276750.0,SFH,60062,1013,6,1,0,No,3.0,0,2.0,19A
530,565367.5781249998,SFH,60062,2699,12,2,1,No,4.0,0,2.0,19A
4134,303400.0,SFH,60091,1500,7,2,0,Yes,3.0,0,0.0,19A
7767,223783.125,Townhouse,60025,900,5,1,0,No,2.0,0,1.0,19A
132,180707.5,Condo,60062,1350,5,2,0,No,2.0,0,1.0,19A
4412,1280225.0,SFH,60025,3744,12,4,1,Yes,4.0,1,2.0,20A
5238,569964.0625,Townhouse,60201,1900,7,2,2,No,3.0,0,2.0,19A
6275,538445.3124999999,SFH,60062,2700,5,2,1,No,4.0,0,2.0,19A
5227,207562.5,SFH,60002,940,8,1,1,Yes,3.0,0,4.0,19A
4319,1327375.0,SFH,60091,3944,12,4,1,Yes,4.0,1,2.0,20A
4883,501337.75,Townhouse,60062,2099,6,2,1,No,3.0,0,2.0,recent
9254,364387.5,SFH,60076,1344,7,2,0,Yes,3.0,0,1.5,19A
8890,309934.375,SFH,60053,1292,8,2,0,Yes,3.0,0,1.0,19A
4525,230625.0,Condo,60201,830,4,1,0,No,1.0,0,1.0,20A
5797,564775.0,SFH,60091,1786,7,2,1,Yes,3.0,0,2.5,19A
6993,326728.61562499986,SFH,60076,1679,8,1,1,No,3.0,0,0.0,19A
5811,619239.0316406247,SFH,60062,2265,10,2,0,No,4.0,0,2.0,19A
5276,351013.8125,SFH,60076,1600,7,2,0,Yes,3.0,0,2.0,19A
5112,963500.0,SFH,60025,3200,12,4,0,Yes,5.0,1,2.0,19A
1545,942279.2968749997,SFH,60062,4057,12,4,1,Yes,4.0,1,3.0,19A
6269,596550.0,SFH,60025,1603,10,3,0,Yes,3.0,1,2.0,19A
1413,380326.25,SFH,60062,2302,6,2,0,No,2.0,0,2.0,19A
3144,1127500.0,SFH,60026,4357,14,4,1,Yes,4.0,1,2.0,20A
3114,893031.2499999999,SFH,60062,4842,9,3,1,No,5.0,0,2.0,19A
3018,604750.0,SFH,60062,3018,9,2,1,No,4.0,0,2.0,19A
8812,391883.125,SFH,60076,2000,7,2,0,Yes,3.0,0,1.0,19A
3592,870968.1249999999,SFH,60025,3600,10,4,2,Yes,4.0,0,3.0,20A
883,441262.5,SFH,60026,2256,12,5,1,Yes,6.0,0,2.0,19A
3596,413929.8339843748,SFH,60076,1431,9,2,0,No,4.0,0,2.5,19A
7575,651249.6054687498,SFH,60062,2602,8,2,1,No,4.0,0,2.0,19A
7509,378718.20277343737,SFH,60076,1431,8,2,0,Yes,2.0,1,0.0,19B
5431,1470875.0,SFH,60202,5310,13,4,1,Yes,5.0,0,2.0,Pre1900
6383,588350.0,SFH,60062,2713,11,2,2,Yes,5.0,0,2.0,19A
9331,420250.0,SFH,60201,1421,5,1,1,No,3.0,0,1.0,19A
826,462275.0,Townhouse,60025,2450,7,2,1,No,3.0,0,2.0,19A
2735,410000.0,SFH,60062,1169,6,2,0,Yes,3.0,0,2.0,19A
7897,210125.0,Condo,60053,1550,5,2,0,No,2.0,0,1.0,19A
6092,522750.0,SFH,60077,1871,8,3,1,Yes,3.0,0,2.0,19A
2970,336200.0,SFH,60025,1560,8,2,0,Yes,3.0,0,1.0,19A
51,416150.0,SFH,60053,2538,9,2,1,No,4.0,0,2.0,19A
147,180400.0,Condo,60025,1080,5,2,0,No,2.0,0,1.0,19A
1638,328000.0,SFH,60091,1593,7,2,1,Yes,3.0,0,0.0,19A
3711,442838.4375,SFH,60025,2340,7,2,0,No,4.0,0,2.0,19B
3051,335149.375,SFH,60002,4278,12,4,1,Yes,5.0,1,3.0,20A
1453,239437.4375,SFH,60002,2400,9,2,1,No,4.0,0,2.0,20A
6635,851006.2499999999,SFH,60077,3300,7,3,1,No,3.0,0,1.5,recent
3348,160925.0,Condo,60077,1150,5,2,0,No,2.0,0,0.0,19A
209,231137.5,Condo,60077,1650,5,2,0,No,2.0,0,1.0,19A
2310,440750.0,SFH,60202,1523,9,2,0,No,3.0,0,2.5,19A
7755,860999.9999999999,SFH,60062,2918,11,2,1,No,4.0,0,2.0,19A
922,354649.99999999994,SFH,60062,1100,9,2,0,Yes,3.0,1,2.0,19A
4379,131976.28445468744,Condo,60077,1200,5,2,0,No,2.0,0,0.0,19A
2201,367718.75,SFH,60053,1468,8,2,1,Yes,3.0,0,2.0,19A
3112,131328.125,SFH,60076,1175,5,1,1,No,3.0,0,0.0,19A
3216,871249.9999999999,SFH,60201,3200,11,4,1,Yes,4.0,1,2.0,19B
3299,244795.625,SFH,60002,2312,7,2,1,No,4.0,0,2.0,20A
6789,339220.5468749999,SFH,60076,1500,8,2,1,Yes,4.0,0,1.0,19A
3463,619868.75,SFH,60091,2619,11,2,1,No,4.0,0,2.0,19A
1595,1291500.0,SFH,60062,8088,13,4,2,Yes,5.0,0,3.0,20A
5151,399237.5,SFH,60062,2036,9,1,1,No,3.0,0,1.5,19B
3409,494562.5,SFH,60053,2600,9,3,1,Yes,4.0,0,2.0,19A
7172,304786.3125,SFH,60077,1130,7,2,0,Yes,2.0,0,2.0,19A
1132,706440.2499999997,SFH,60062,3787,11,4,1,No,4.0,0,2.0,19A
6880,153750.0,SFH,60077,1015,6,1,0,No,2.0,0,3.0,19A
8220,81948.75,SFH,60002,1326,6,1,1,No,2.0,1,2.0,19A
2362,551578.125,Townhouse,60077,2770,7,3,1,No,3.0,0,1.0,recent
8750,302375.0,SFH,60002,2640,8,3,1,Yes,4.0,0,3.0,19A
8212,358749.99999999994,SFH,60002,2400,8,2,0,No,4.0,0,1.0,19A
7816,953250.0,SFH,60025,3044,12,3,2,Yes,5.0,0,2.0,19B
468,351959.375,Condo,60062,1900,5,2,2,No,2.0,0,2.0,19A
583,1255625.0,SFH,60202,2889,9,4,0,No,4.0,0,1.0,19B
7489,441525.1562499998,SFH,60062,1742,8,2,1,No,4.0,0,2.0,19B
5870,287000.0,SFH,60053,1169,8,1,1,Yes,3.0,0,1.5,19A
3877,183232.93984374992,Condo,60077,1630,6,2,0,No,2.0,0,1.0,19A
7703,673056.6406249998,SFH,60062,2300,11,2,1,No,4.0,0,2.0,20A
8711,590451.25,SFH,60091,2500,8,3,0,Yes,4.0,0,2.0,19A
4278,773620.3643749999,SFH,60025,2530,8,3,0,No,3.0,0,2.0,recent
746,435625.0,SFH,60002,2330,6,2,0,No,3.0,0,2.0,19A
2367,583096.875,SFH,60025,3461,11,4,0,Yes,5.0,0,2.5,20A
8946,376123.75,SFH,60203,1325,7,2,0,Yes,3.0,0,0.0,19A
4653,278415.625,SFH,60053,1140,6,1,0,No,3.0,0,0.0,19A
6910,297326.875,Townhouse,60025,1700,5,2,1,No,3.0,0,1.0,19A
6768,845753.1249999999,SFH,60201,2529,8,2,1,No,3.0,0,1.0,19B
3393,767724.9999999999,Condo,60202,2800,8,3,0,No,5.0,0,1.0,19B
321,1103156.25,SFH,60025,3971,9,5,1,Yes,4.0,1,2.0,20A
4801,646134.375,SFH,60062,3127,12,4,1,Yes,4.0,1,2.0,19A
8171,315187.5,SFH,60076,1292,9,2,0,Yes,3.0,1,1.0,19A
1111,283668.75,SFH,60053,1238,7,2,0,Yes,3.0,0,0.0,19A
7721,384375.0,SFH,60076,2000,8,2,1,Yes,3.0,1,2.0,19A
1601,174147.49999999997,SFH,60002,1630,9,3,0,Yes,3.0,0,2.0,19A
868,299953.4375,SFH,60077,2112,7,2,0,Yes,2.0,0,1.0,19A
5150,391853.5761718748,SFH,60076,1400,8,2,0,Yes,3.0,0,2.5,19A
4530,1864859.375,SFH,60091,5625,10,4,2,Yes,5.0,0,2.0,19A
3814,863613.7499999999,SFH,60201,3222,11,2,1,No,4.0,0,2.0,19B
8513,370345.3125,SFH,60076,1251,6,2,0,No,3.0,0,1.0,19A
6013,468447.4218749998,SFH,60076,2284,11,2,1,No,4.0,0,2.0,19A
5060,394625.0,SFH,60076,1450,7,2,0,Yes,3.0,0,2.0,19A
6347,348499.99999999994,SFH,60025,1600,9,2,1,Yes,3.0,0,2.5,19A
3326,365617.5,SFH,60076,1272,10,2,1,Yes,3.0,1,0.0,19A
1166,104011.875,Condo,60202,700,4,1,0,No,1.0,0,0.0,19A
2389,488540.625,SFH,60203,2287,9,2,1,No,5.0,0,2.0,19B
6614,372971.875,Townhouse,60062,2422,8,2,2,Yes,3.0,1,2.0,19A
7944,797424.3749999999,SFH,60062,3300,10,2,1,No,4.0,0,2.0,19A
1974,576562.5,SFH,60025,2800,10,3,1,No,5.0,0,2.0,19A
4449,387860.0,SFH,60076,1852,7,2,1,Yes,3.0,0,1.0,19A
2102,414996.875,Condo,60201,1252,5,2,0,No,2.0,0,1.0,20A
1390,527622.5617187498,SFH,60062,1800,9,2,0,No,3.0,0,2.5,19A
7096,753374.9999999999,SFH,60201,2754,10,2,1,Yes,4.0,0,1.0,19B
4761,1754799.9999999998,SFH,60091,6000,10,4,1,Yes,4.0,1,2.0,new
1388,1972612.5,SFH,60091,3891,16,5,1,Yes,4.0,2,2.0,20A
9270,691874.9999999999,SFH,60062,3020,12,3,1,No,4.0,0,2.0,20A
3490,381812.5,SFH,60077,995,9,2,0,Yes,3.0,1,1.0,19A
3371,371527.2656249999,SFH,60076,2100,8,2,2,No,4.0,0,2.5,19A
4288,189112.5,SFH,60002,2102,9,2,0,Yes,5.0,0,1.5,19A
4735,143495.67578124994,Condo,60077,1050,4,1,0,No,1.0,0,1.0,19A
6481,259504.375,SFH,60002,2585,11,2,1,No,4.0,0,2.0,20A
6905,582261.2998046873,SFH,60062,2645,10,4,0,No,5.0,0,2.0,19A
8806,733336.25,SFH,60026,2547,7,2,0,No,3.0,0,2.0,19A
9223,497125.0,SFH,60076,2101,13,2,1,No,4.0,0,1.0,19A
6223,872012.1835937497,SFH,60076,4400,12,4,1,Yes,4.0,1,3.0,20A
8358,409743.75,Townhouse,60062,1818,8,2,1,No,3.0,0,2.0,19A
2406,399237.5,SFH,60202,1476,6,2,0,No,3.0,0,2.0,19A
2467,756450.0,SFH,60202,4088,12,3,1,No,5.0,0,2.0,19B
7736,271061.25,SFH,60076,1848,9,2,0,No,4.0,0,0.0,19A
11,248357.90039062488,SFH,60077,900,6,2,0,Yes,2.0,0,2.0,19A
8504,646134.375,SFH,60062,3116,8,3,1,Yes,4.0,0,2.0,19A
2702,294175.0,Townhouse,60062,2228,7,2,1,No,3.0,0,2.0,19A
970,469120.4785156248,SFH,60062,1398,6,2,0,No,3.0,0,1.0,19A
4734,400775.0,Condo,60201,1323,5,2,0,No,2.0,0,1.0,20A
7315,333125.0,SFH,60076,1648,7,2,0,No,3.0,0,2.0,19A
5744,492000.0,SFH,60202,2600,11,2,1,Yes,4.0,0,0.0,19B
8574,835374.9999999999,SFH,60091,2600,10,3,1,Yes,4.0,0,2.0,19A
7281,378225.0,SFH,60062,2003,8,2,1,No,4.0,0,2.1,19A
1792,1071125.0,SFH,60091,4864,12,5,1,Yes,4.0,1,2.0,20A
2037,464837.5,Condo,60026,1610,6,2,0,No,3.0,0,2.0,20A
8359,151290.0,Condo,60202,950,5,1,0,No,2.0,0,0.0,19B
7567,375296.3828124998,SFH,60076,1943,7,3,0,Yes,3.0,0,2.0,19B
2213,520059.375,Townhouse,60062,2380,8,2,1,No,3.0,0,2.0,20A
4982,183859.375,SFH,60002,2138,8,2,0,Yes,4.0,0,3.0,19A
7940,262656.25,Townhouse,60025,1320,5,1,1,No,2.0,0,1.0,19A
8425,737999.9999999999,Condo,60201,1600,5,2,1,No,2.0,0,2.0,new
5714,243950.0,SFH,60002,2288,9,2,1,No,4.0,0,2.0,19A
6291,308883.75,SFH,60002,2450,11,3,1,Yes,5.0,0,3.0,20A
5127,174249.99999999997,Condo,60077,1322,5,2,0,No,2.0,0,1.0,19A
4411,151222.36601562492,Condo,60077,1000,4,1,0,No,1.0,0,1.0,19A
2065,321990.2968749999,SFH,60062,1409,8,2,0,Yes,3.0,0,0.0,19A
8615,97887.5,Condo,60002,1008,5,1,0,No,2.0,0,1.0,19A
6392,489950.0,SFH,60202,2243,10,3,0,No,4.0,0,2.0,19B
5322,294700.3125,SFH,60002,2559,10,2,1,No,4.0,1,3.0,20A
1495,193840.31249999997,Condo,60077,1200,5,2,0,No,2.0,0,2.0,19A
3154,332860.55,SFH,60076,2799,8,3,0,Yes,4.0,0,2.0,19A
3989,432857.5,Townhouse,60202,2602,7,2,1,No,3.0,0,1.0,20A
6456,297250.0,SFH,60076,1814,7,2,0,Yes,3.0,0,0.0,19A
7403,756450.0,SFH,60202,3000,15,3,1,Yes,6.0,0,2.0,19B
14,256299.9687499999,SFH,60076,1072,6,1,1,No,3.0,0,0.0,19A
4981,156543.125,Condo,60201,1100,5,1,0,No,2.0,0,0.0,19B
9092,533192.1875,SFH,60201,1600,10,1,1,No,4.0,0,0.0,19B
6890,246000.0,SFH,60202,1900,9,2,0,No,4.0,0,0.0,19B
8430,399237.5,Condo,60201,1341,4,2,0,No,2.0,0,0.0,20A
620,203975.0,Condo,60201,1300,5,2,0,No,2.0,0,1.0,19A
3482,297250.0,SFH,60053,1100,5,1,0,No,3.0,0,1.0,19A
232,921475.0,SFH,60026,6000,15,3,2,Yes,5.0,0,2.0,19A
3494,568463.6386718748,SFH,60076,3364,10,3,0,Yes,3.0,2,2.0,19A
2979,678441.0937499998,SFH,60062,2854,10,3,1,Yes,4.0,0,2.0,19A
6143,365065.9218749999,SFH,60076,1600,9,2,0,Yes,3.0,0,0.0,19A
700,872281.4062499998,SFH,60062,2700,10,2,2,Yes,4.0,0,2.0,19A
3253,664989.25,SFH,60201,2217,10,3,0,Yes,3.0,0,1.0,19B
8136,702124.9999999999,Condo,60091,2216,5,2,1,No,2.0,0,2.0,19B
5369,351574.99999999994,Townhouse,60091,1280,5,1,1,No,2.0,0,1.0,19A
3242,323067.1874999999,Condo,60077,1240,4,2,0,No,2.0,0,1.0,20A
7092,153647.5,SFH,60002,1208,6,1,0,No,3.0,0,2.0,19A
5277,369000.0,Condo,60201,1150,6,2,0,No,2.0,0,1.0,20A
7632,161533.59374999994,Condo,60076,1000,5,1,1,No,2.0,0,0.0,19A
1350,638254.6875,SFH,60201,2827,9,2,1,No,4.0,0,1.0,Pre1900
3166,218004.6875,SFH,60002,1630,8,2,0,No,3.0,0,1.0,19A
1145,761703.125,SFH,60062,3000,11,2,1,No,5.0,0,2.0,19A
275,423401.875,SFH,60053,2000,11,3,0,Yes,3.0,1,1.0,19B
9324,281357.375,SFH,60002,2288,9,2,1,No,4.0,0,3.0,19A
5181,317898.1124999999,SFH,60076,1000,6,1,1,Yes,2.0,1,2.0,19A
1770,682906.25,SFH,60025,2800,10,2,2,No,4.0,0,2.0,19A
1291,228839.2578124999,Condo,60077,1528,6,1,0,No,2.0,0,1.0,19B
2158,548375.0,SFH,60091,1714,7,2,0,No,4.0,0,2.0,19B
5223,464901.5625,SFH,60091,1343,7,1,1,No,3.0,0,1.5,19A
7584,225500.0,SFH,60053,1120,9,1,1,No,3.0,1,0.0,19A
2867,559457.8125,Townhouse,60076,2500,7,2,2,No,3.0,0,2.0,recent
6933,458687.5,SFH,60201,1700,6,1,1,No,2.0,0,1.0,19B
6101,579125.0,SFH,60201,2198,8,2,0,No,4.0,0,1.0,19B
4383,440750.0,SFH,60053,2000,8,2,1,Yes,3.0,0,2.0,19A
5597,441525.1562499998,Condo,60077,1675,6,2,0,No,3.0,0,2.0,20A
7389,567850.0,SFH,60062,2605,8,2,1,No,3.0,0,2.0,19A
2488,425375.0,SFH,60053,3064,11,2,0,No,4.0,0,2.0,19A
5203,262656.25,SFH,60053,1303,6,2,0,Yes,3.0,0,1.5,19A
450,384375.0,Townhouse,60062,2244,8,2,1,No,3.0,0,2.0,19A
78,262656.25,SFH,60077,1000,10,2,0,Yes,3.0,2,0.0,19A
2888,193725.0,Condo,60062,1200,5,2,0,No,2.0,0,1.0,19A
5543,262656.25,Condo,60026,1800,6,2,0,No,2.0,0,1.0,19A
6997,117875.0,SFH,60002,1158,6,2,0,No,2.0,0,0.0,19A
5077,260607.5312499999,Condo,60077,1269,5,2,0,No,2.0,0,1.0,20A
7874,242694.375,SFH,60053,1047,5,1,0,No,3.0,0,0.0,19A
8193,220375.0,Condo,60077,1825,6,2,0,No,3.0,0,1.0,19A
950,304681.25,Condo,60062,1440,5,2,0,No,2.0,0,1.0,20A
1356,178501.1875,Condo,60025,1117,5,2,0,No,2.0,0,0.0,19A
4547,693412.5,SFH,60091,3410,10,2,0,No,4.0,0,2.0,19B
5706,204609.21874999997,Condo,60077,1380,6,2,0,No,3.0,0,0.0,19A
4201,527875.0,Townhouse,60026,1700,7,2,1,No,3.0,0,2.0,20A
5899,232675.0,Condo,60025,1600,5,2,0,No,2.0,0,1.0,19A
5884,309550.0,SFH,60002,1882,10,3,0,Yes,3.0,1,2.0,20A
1663,388731.25,SFH,60002,3317,15,4,1,Yes,6.0,0,3.0,20A
1733,325693.75,SFH,60077,1300,7,2,1,Yes,3.0,0,2.0,19A
226,390372.8515624999,SFH,60062,1400,7,2,0,Yes,3.0,0,1.5,19A
4652,807699.9999999999,SFH,60201,3100,8,3,1,No,4.0,0,2.0,19B
9171,160220.3125,Condo,60202,950,4,1,0,No,2.0,0,1.0,19B
6409,341912.7734374999,SFH,60076,1197,9,2,0,No,3.0,0,2.0,19A
4966,296144.9218749999,SFH,60077,1103,7,2,0,Yes,3.0,0,0.0,19A
5288,262656.25,SFH,60062,1189,6,1,1,Yes,3.0,0,1.0,19A
7870,287000.0,SFH,60002,1536,7,2,0,No,3.0,0,2.0,19A
6555,399526.4218749999,SFH,60077,1453,9,2,0,Yes,3.0,0,1.0,19A
4005,246000.0,Condo,60062,2425,6,2,1,No,2.0,0,1.0,19A
8906,367975.0,SFH,60076,1706,9,2,1,Yes,3.0,0,0.0,19A
216,463062.9687499998,SFH,60062,1797,7,1,2,No,3.0,0,2.0,19B
3098,630375.0,SFH,60091,4800,13,3,1,No,5.0,0,3.0,19B
3794,148625.0,Condo,60077,1000,4,1,0,No,1.0,0,1.0,19A
9058,331143.8671874999,SFH,60062,1117,8,1,1,No,4.0,0,2.0,19A
962,486875.0,SFH,60025,2259,10,3,1,Yes,3.0,1,2.0,19A
6666,157488.6875,SFH,60002,1500,9,2,0,Yes,2.0,1,2.5,19B
981,146457.12499999994,Condo,60076,1200,5,2,0,No,2.0,0,0.0,19A
5194,218214.8125,Condo,60077,1800,6,2,0,No,3.0,0,1.0,19A
1734,266500.0,SFH,60053,1286,6,1,0,No,2.0,0,1.5,19A
793,784124.9999999999,Duplex,60202,2499,9,2,1,No,4.0,0,2.0,recent
6932,362850.0,SFH,60076,1421,10,1,1,No,3.0,2,0.0,19A
5115,341837.49999999994,SFH,60053,1702,8,2,1,Yes,4.0,0,2.0,19A
8894,113073.51562499996,Condo,60077,800,4,1,0,No,1.0,0,0.0,19A
6258,299428.125,SFH,60053,1200,7,2,0,Yes,3.0,0,2.0,19A
615,1819375.0,SFH,60062,7615,13,7,2,Yes,5.0,1,3.0,new
3666,279825.0,Condo,60201,1140,5,2,0,No,2.0,0,2.0,19A
1100,328000.0,SFH,60053,1157,8,2,0,Yes,3.0,1,0.0,19A
953,1281250.0,SFH,60062,3759,10,3,1,Yes,3.0,0,2.0,recent
8176,277775.0,SFH,60053,1699,6,2,0,Yes,3.0,0,1.0,19A
5827,387438.32460937486,SFH,60077,1200,7,2,0,Yes,2.0,2,2.5,19A
6771,253175.0,SFH,60201,1440,11,2,1,Yes,4.0,1,0.0,19B
1376,292125.0,Townhouse,60062,2610,7,2,1,No,3.0,0,2.0,19A
8401,258812.5,SFH,60002,2542,8,2,1,No,4.0,0,2.0,20A
1684,410000.0,Townhouse,60202,2200,6,2,0,No,2.0,0,2.0,20A
3419,803728.1249999999,SFH,60062,3838,10,3,2,Yes,5.0,0,2.0,19A
1378,264232.1875,Townhouse,60025,1236,6,1,1,No,2.0,0,1.0,19A
3664,299375.5937499999,SFH,60076,1312,8,3,0,Yes,4.0,1,2.0,19A
1214,420250.0,SFH,60076,1460,8,3,0,Yes,3.0,1,1.0,19A
4285,170149.99999999997,Condo,60202,1050,5,1,0,No,2.0,0,0.0,19B
6827,415227.5,Condo,60201,1500,6,2,0,No,3.0,0,1.0,19A
4140,430487.0273437498,SFH,60076,1345,6,2,1,Yes,3.0,0,1.0,19A
7450,317750.0,Townhouse,60091,1666,7,2,1,No,3.0,0,1.0,19A
3947,278415.625,Townhouse,60002,2950,5,3,1,No,2.0,0,2.0,20A
6936,1029612.5,SFH,60025,4008,13,4,1,Yes,4.0,1,3.0,19A
7548,122897.5,Condo,60025,1000,4,1,0,No,1.0,0,0.0,19A
3162,753374.9999999999,SFH,60201,2690,10,3,0,No,4.0,0,2.0,19B
2469,211150.0,SFH,60025,1104,6,1,1,No,3.0,0,1.0,19A
8470,592289.8437499998,SFH,60062,2751,9,2,1,No,4.0,0,2.0,19A
7556,430500.0,Townhouse,60025,2322,8,2,1,No,3.0,0,2.0,20A
5123,420250.0,SFH,60091,1637,8,2,0,No,4.0,0,1.1,19A
7658,530437.5,SFH,60025,1855,8,1,1,No,3.0,0,2.0,19A
5041,386104.6875,SFH,60076,1379,7,2,0,Yes,3.0,0,2.0,19A
3660,355674.99999999994,SFH,60062,1600,7,2,0,Yes,3.0,0,2.0,19A
5626,1302775.0,SFH,60201,4600,13,4,0,No,6.0,0,2.0,Pre1900
6671,223783.125,Townhouse,60076,1072,6,1,1,No,2.0,0,0.0,19A
2413,512500.0,Townhouse,60091,1684,7,3,0,No,3.0,0,1.0,19A
4908,224475.0,SFH,60002,2232,7,1,1,No,3.0,1,2.0,19A
2346,615000.0,SFH,60062,2595,8,2,1,No,4.0,0,2.5,19A
7913,570925.0,SFH,60201,2201,6,1,1,No,3.0,0,1.0,19B
7792,608443.2031249998,SFH,60062,2483,9,2,1,No,4.0,0,2.5,19A
9105,413929.8339843748,SFH,60062,2636,10,2,1,No,4.0,0,2.5,19A
3416,353220.1249999998,SFH,60076,2100,7,2,0,No,4.0,0,2.0,19A
3559,404490.625,SFH,60202,1232,7,2,0,Yes,3.0,0,2.0,19A
6292,945562.5,SFH,60062,3470,10,4,0,No,5.0,0,3.0,recent
6739,388731.25,SFH,60091,1664,8,3,0,Yes,4.0,0,2.0,19A
6443,310985.0,SFH,60053,1295,7,2,0,Yes,3.0,0,2.0,19A
7570,388731.25,SFH,60025,1020,5,1,0,No,2.0,0,2.0,19B
1603,335989.8749999999,Townhouse,60077,2200,7,2,1,No,2.0,0,2.0,20A
5088,1434999.9999999998,SFH,60025,3436,10,4,1,Yes,4.0,1,2.0,new
8757,518240.1521484373,SFH,60077,1800,9,2,1,Yes,2.0,1,2.0,19A
4949,357724.99999999994,SFH,60002,4535,13,3,1,Yes,4.0,1,3.0,20A
9253,2011946.875,SFH,60025,8426,13,5,1,No,4.0,0,3.0,20A
5760,441525.1562499999,SFH,60077,2200,10,2,0,No,4.0,0,2.5,19A
2813,283128.0064453124,Condo,60077,1402,5,2,0,No,2.0,0,1.0,20A
9289,247947.5,Condo,60062,2108,6,2,0,No,2.0,0,2.0,19A
3362,804624.9999999999,SFH,60025,3436,11,4,0,No,5.0,0,2.0,19A
2951,294175.0,SFH,60077,1116,7,2,0,Yes,3.0,1,2.0,19A
9047,603597.1953124998,SFH,60062,2955,9,2,1,No,4.0,0,2.5,19A
2608,261375.0,Townhouse,60062,1991,7,2,1,No,2.0,0,1.0,19A
4718,230086.875,SFH,60002,2410,9,2,1,No,4.0,0,2.0,20A
1180,446515.625,SFH,60076,2861,10,3,0,No,6.0,0,0.0,19A
239,118195.3125,Condo,60202,750,4,1,0,No,1.0,0,0.0,19B
7866,1024359.375,SFH,60062,3531,11,3,1,Yes,4.0,1,2.0,19A
1333,307500.0,SFH,60053,1640,7,2,0,No,3.0,0,0.0,19A
8613,344604.9999999999,SFH,60062,1846,8,2,0,No,3.0,0,1.0,19A
2791,681855.625,Townhouse,60026,2002,7,3,0,No,3.0,0,2.0,20A
8646,445875.0,SFH,60062,2085,9,2,2,Yes,4.0,0,1.0,19A
9330,338249.99999999994,SFH,60203,1509,8,2,1,Yes,3.0,0,0.0,19A
7501,300452.4843749999,SFH,60077,1117,11,2,0,Yes,2.0,0,2.0,19B
7051,445875.0,Townhouse,60062,2565,12,2,2,Yes,4.0,0,2.0,19A
6009,316212.5,Townhouse,60091,1666,7,1,1,No,3.0,0,1.0,19A
7332,871249.9999999999,SFH,60201,4885,13,4,1,Yes,6.0,0,2.0,19B
8317,898284.3749999999,SFH,60062,4353,14,4,1,Yes,4.0,1,2.0,19A
3099,203821.25,Condo,60077,1800,6,2,0,No,3.0,0,1.0,19A
5852,1105975.0,SFH,60201,3051,10,3,1,No,4.0,0,2.0,19B
1976,831044.3749999999,SFH,60201,2410,8,2,1,No,4.0,0,2.0,19B
6413,1147282.5,SFH,60201,3800,9,3,1,Yes,3.0,2,2.0,20A
8823,415125.0,Condo,60201,1050,4,2,0,No,2.0,0,1.0,20A
5280,840499.9999999999,SFH,60026,2913,10,3,1,Yes,3.0,0,2.0,19A
1946,266500.0,Condo,60201,1050,5,1,0,No,2.0,0,1.0,20A
7397,1214194.1796874995,SFH,60076,5500,13,5,1,Yes,6.0,0,2.0,20A
7742,317682.7343749999,Condo,60077,1597,5,2,0,No,2.0,0,1.0,20A
4121,235750.0,Condo,60201,1200,5,2,0,No,2.0,0,1.0,19A
1788,1306875.0,SFH,60091,3620,11,4,1,Yes,4.0,1,2.0,20A
6490,398449.5312499999,SFH,60062,2411,8,3,0,Yes,2.0,1,2.0,19A
7175,787018.5910156247,SFH,60062,2526,11,3,1,Yes,4.0,1,2.0,20A
7604,194365.625,Condo,60201,821,4,1,1,No,1.0,0,1.0,20A
2692,159695.0,Condo,60202,1000,4,1,0,No,2.0,0,0.0,19A
3581,1101875.0,SFH,60025,3800,11,6,0,Yes,5.0,1,2.0,recent
679,414996.875,SFH,60076,1740,7,2,0,Yes,3.0,0,2.0,19A
6998,1137750.0,SFH,60025,3657,11,4,2,Yes,5.0,0,2.0,20A
1431,1116289.0625,SFH,60025,3750,11,3,2,Yes,5.0,0,2.0,19A
8742,568875.0,Condo,60201,1600,6,2,1,No,2.0,0,2.0,20A
