,SoldPr,Type,Zip,Area,Rooms,FullBaths,HalfBaths,BsmtBth,Beds,BsmtBeds,GarageSpaces,houseEra
6850,466214.84375,SFH,60062,1903,7,2,0,Yes,3.0,0,2.5,19A
6089,651518.8281249998,SFH,60062,3422,9,2,2,No,5.0,0,2.0,19A
6043,1434956.7578124993,SFH,60062,4001,12,4,1,Yes,4.0,1,2.0,recent
2790,495369.6875,Condo,60026,1400,5,2,0,No,2.0,0,1.0,recent
5829,115568.75,SFH,60002,928,4,1,0,No,2.0,0,3.0,19A
3261,682906.25,SFH,60091,2740,11,3,1,Yes,4.0,0,2.0,19A
7955,1033814.9999999997,SFH,60062,4776,14,5,1,Yes,6.0,1,3.0,20A
2806,218325.0,SFH,60002,2000,9,2,1,Yes,3.0,1,2.0,19A
1902,145550.0,Townhouse,60077,1069,4,1,1,No,2.0,0,0.0,19A
3866,1155687.5,SFH,60062,3180,11,4,1,Yes,4.0,1,2.0,20A
4685,512500.0,SFH,60203,1900,7,2,0,No,3.0,0,2.0,19A
1515,1628468.7499999998,SFH,60091,3895,14,5,1,Yes,5.0,1,2.0,20A
3304,473831.875,SFH,60062,1718,7,3,0,Yes,3.0,0,2.0,19A
6792,672400.0,SFH,60201,3246,8,3,2,Yes,4.0,0,2.0,20A
4539,1507646.875,SFH,60091,5500,12,4,1,Yes,5.0,0,2.0,20A
1363,1014750.0,SFH,60091,2874,10,2,1,No,4.0,0,3.0,19B
6545,279466.25,Condo,60077,1435,5,2,0,No,2.0,0,2.0,20A
3165,682906.25,SFH,60202,2788,9,3,1,Yes,3.0,1,2.0,recent
9108,301529.375,SFH,60076,1305,6,1,1,No,3.0,0,2.0,19A
4374,1127500.0,SFH,60062,4590,13,5,0,Yes,5.0,1,3.0,20A
151,840498.949375,SFH,60202,3660,12,3,0,No,7.0,0,2.0,Pre1900
4532,493793.75,SFH,60203,1870,9,2,1,Yes,3.0,1,0.0,19A
6209,399750.0,SFH,60053,1339,9,3,0,Yes,4.0,0,2.0,19A
135,573982.7031249998,SFH,60062,1700,6,3,0,No,3.0,0,2.0,19A
5219,393984.375,SFH,60076,1603,8,2,0,Yes,4.0,0,1.0,19A
7011,293124.375,SFH,60002,2976,8,2,1,No,3.0,0,3.0,19A
6535,400288.125,Townhouse,60025,1801,9,2,1,No,3.0,0,2.0,19A
3495,231800.7070312499,Condo,60077,733,4,1,0,No,1.0,0,1.0,20A
5197,150239.375,Duplex,60002,1236,6,1,1,No,3.0,0,2.0,19A
6956,819999.9999999999,SFH,60202,2446,9,2,1,No,4.0,0,3.0,19B
7823,1491887.5,SFH,60201,4500,11,5,1,No,6.0,0,2.0,Pre1900
3539,876374.9999999999,SFH,60026,3288,11,4,1,No,4.0,0,3.0,20A
6158,315700.0,Townhouse,60025,1710,7,3,0,No,3.0,0,2.0,19A
9275,228062.5,Townhouse,60077,1055,6,1,1,No,2.0,0,0.0,19A
4681,273162.5,SFH,60053,1200,7,1,1,No,3.0,0,1.5,19B
2407,450140.2812499999,SFH,60076,1966,10,2,0,No,4.0,0,2.0,19A
6512,663995.0,SFH,60203,3075,9,2,1,No,4.0,0,2.0,19B
4457,246000.0,Condo,60062,2350,6,2,1,No,2.0,0,1.0,19A
926,367975.0,SFH,60002,2369,7,3,1,Yes,2.0,1,2.0,19A
5411,169126.025,Condo,60202,970,5,2,0,No,2.0,0,0.0,19B
7089,1238530.0499999998,SFH,60062,5281,9,4,1,Yes,4.0,1,3.0,new
9294,277837.7812499999,SFH,60076,1369,7,2,0,Yes,3.0,0,1.0,19A
8684,1845000.0,SFH,60091,5200,16,4,3,Yes,5.0,1,2.0,20A
9311,225884.375,Townhouse,60202,1012,6,1,0,No,2.0,0,0.0,19B
5210,217812.5,SFH,60002,2100,8,2,1,No,4.0,0,2.0,19A
2236,367872.5,SFH,60076,1329,8,2,0,Yes,3.0,0,1.0,19A
1480,192763.42187499997,Condo,60077,1435,5,2,0,No,2.0,0,0.0,19A
6869,893031.2499999999,SFH,60091,3260,9,3,1,No,4.0,0,2.0,19A
3890,394625.0,SFH,60201,2110,8,2,0,No,2.0,0,2.0,19B
5680,439686.5625,SFH,60076,3369,9,2,1,No,5.0,0,2.5,19A
164,327795.0,SFH,60053,1320,7,2,0,Yes,3.0,0,1.5,19A
7378,187648.1914062499,Condo,60076,1200,6,2,0,No,3.0,0,0.0,19A
476,347701.0605468749,SFH,60076,1430,6,1,1,No,3.0,0,2.0,19A
3502,466375.0,SFH,60062,1800,9,2,0,Yes,3.0,0,2.0,19A
7106,745073.7011718747,SFH,60062,2240,10,2,1,No,4.0,0,2.0,19A
8629,243950.0,SFH,60002,2122,9,2,1,No,3.0,0,2.0,20A
3630,343285.80898437486,SFH,60076,1605,9,2,0,No,3.0,0,2.0,19A
7524,558625.0,SFH,60091,2414,8,3,0,Yes,4.0,0,2.0,19A
6770,343374.99999999994,Townhouse,60053,1600,7,2,1,No,2.0,0,2.0,20A
5796,796373.7499999999,SFH,60076,5500,12,5,1,Yes,5.0,0,2.0,20A
1293,1549671.8749999998,SFH,60201,3624,13,3,1,No,5.0,0,2.0,Pre1900
6577,262551.1875,Condo,60202,1100,5,1,0,No,2.0,0,0.0,19B
6604,511792.2695312498,SFH,60076,1870,11,3,0,Yes,4.0,2,2.5,19A
9348,441262.5,Condo,60201,1700,7,1,1,No,3.0,0,1.0,19A
1504,1249473.975,SFH,60025,7094,13,5,1,Yes,5.0,1,3.0,new
1308,333836.0937499999,SFH,60062,1095,7,1,1,No,3.0,0,1.0,19A
4506,429383.2144531249,SFH,60076,2474,9,3,0,Yes,3.0,1,2.0,19A
2939,246791.8125,Condo,60201,856,4,1,1,No,1.0,0,1.0,20A
6976,441525.1562499999,SFH,60077,3140,8,3,0,Yes,3.0,1,2.0,19A
7240,753298.125,SFH,60025,2800,11,2,1,No,4.0,0,4.0,19B
3102,306308.0771484374,SFH,60076,1040,6,2,0,No,3.0,0,2.0,19A
2111,348499.99999999994,Townhouse,60062,4287,9,2,1,No,3.0,0,2.0,19A
2396,358749.99999999994,SFH,60077,1760,8,2,0,Yes,4.0,0,2.5,19B
4186,253190.11875,SFH,60002,2434,8,2,1,No,3.0,0,2.0,recent
3311,102435.9375,Condo,60053,850,4,1,0,No,1.0,0,0.0,19A
1211,367718.75,SFH,60053,2458,8,2,1,No,4.0,0,0.0,19A
8256,159695.0,Duplex,60002,1446,6,2,1,No,3.0,0,2.0,19A
1543,204871.875,Townhouse,60002,1599,7,2,1,No,3.0,0,2.0,20A
693,452011.3787109373,SFH,60076,1450,9,3,0,Yes,3.0,2,0.0,19A
3852,167994.9375,Condo,60025,1200,5,2,0,No,2.0,0,1.0,19A
7306,361498.7216796873,SFH,60077,1174,7,2,0,Yes,3.0,1,2.0,19A
7689,320440.625,SFH,60062,1106,7,1,0,No,3.0,0,1.0,19B
706,609875.0,Townhouse,60202,2400,8,2,1,No,4.0,0,2.0,new
5987,400603.3124999999,SFH,60062,1789,7,2,1,No,3.0,0,2.0,19A
6015,230625.0,SFH,60053,800,7,1,0,No,2.0,0,2.5,19A
215,694437.4999999999,SFH,60026,3461,12,2,1,No,5.0,0,2.0,19A
8495,768749.9999999999,SFH,60062,3481,13,3,1,Yes,5.0,1,2.0,19A
1203,277365.0,Condo,60203,1300,5,2,0,No,2.0,0,1.0,19A
5502,561187.5,SFH,60062,2372,9,2,0,No,4.0,0,2.0,19A
3337,1202965.625,SFH,60091,3925,11,2,1,No,4.0,0,3.0,19B
974,693412.5,SFH,60062,3782,12,4,2,Yes,5.0,0,2.0,19A
5098,789249.9999999999,Condo,60091,3251,7,3,0,No,3.0,0,2.0,19A
4820,154441.875,Condo,60201,800,4,1,1,No,1.0,0,0.0,19A
6753,267909.375,SFH,60076,1258,5,2,0,No,3.0,0,2.0,19A
1959,466375.0,SFH,60053,2320,8,2,1,No,3.0,0,1.0,19A
3163,283679.9128906249,Townhouse,60076,1650,6,2,0,No,2.0,0,1.0,20A
4053,436650.0,SFH,60025,1529,8,2,0,No,4.0,0,1.0,19A
649,323067.1874999999,SFH,60076,1136,8,1,1,Yes,3.0,0,0.0,19A
7701,538125.0,Condo,60201,1800,6,2,0,No,3.0,0,2.0,20A
3863,262656.25,Condo,60025,1300,5,2,0,No,2.0,0,1.0,19A
6908,282618.125,SFH,60002,2208,8,2,1,No,3.0,0,3.0,20A
9159,393984.375,Condo,60062,2300,6,3,0,No,3.0,0,1.0,19A
3151,673056.6406249998,SFH,60062,3018,10,2,1,No,4.0,0,2.0,19A
5704,429475.0,Condo,60201,1940,7,2,0,No,3.0,0,0.0,19B
3712,1200339.0625,SFH,60026,4412,13,5,1,Yes,5.0,1,2.5,20A
1941,351959.375,SFH,60076,1279,8,1,1,No,3.0,1,2.0,19A
2337,392575.0,Condo,60053,1886,5,2,1,No,2.0,0,2.0,20A
2316,318339.375,SFH,60025,1655,7,1,1,No,3.0,0,1.0,19B
5461,336200.0,SFH,60076,2394,9,3,0,Yes,3.0,0,2.0,19A
6944,268778.43886718736,SFH,60076,1140,7,2,0,No,3.0,0,0.0,19A
8682,194365.625,Condo,60053,1550,5,2,0,No,2.0,0,1.0,19A
7335,251125.0,Condo,60062,2205,6,3,0,No,2.0,0,2.0,19A
3356,461250.0,SFH,60025,1500,8,2,1,Yes,4.0,0,2.0,19A
1386,244270.3125,SFH,60062,2009,9,3,0,Yes,3.0,0,1.0,19A
6683,120821.875,Condo,60053,900,4,1,0,No,1.0,0,0.0,19A
1213,722624.9999999999,SFH,60062,2746,10,2,1,No,4.0,0,2.0,19A
8265,594500.0,Condo,60201,1815,7,2,0,No,3.0,0,1.0,20A
1556,282618.125,Condo,60062,1800,5,2,0,No,2.0,0,1.0,19A
2792,180182.1875,Townhouse,60202,983,7,2,1,Yes,2.0,0,0.0,19A
3135,425375.0,Condo,60091,1370,5,1,1,No,1.0,0,1.0,19B
4663,267909.375,SFH,60025,1600,6,1,1,No,3.0,0,2.5,19A
6712,388626.1875,SFH,60077,2200,7,3,0,Yes,3.0,0,1.0,19A
2064,374125.0,SFH,60053,1800,7,2,0,Yes,3.0,0,1.0,19A
1220,1152272.9687499995,SFH,60062,2535,12,4,1,Yes,4.0,1,2.0,recent
4043,197878.65234374997,Townhouse,60077,1200,6,1,1,No,2.0,0,0.0,19A
6243,158875.0,SFH,60203,1133,7,1,0,No,2.0,0,0.0,19A
126,123627.04374999995,Condo,60076,675,4,1,0,No,1.0,0,0.0,19A
3440,727749.9999999999,SFH,60053,4000,12,4,1,Yes,4.0,1,2.0,20A
6779,716132.2656249998,SFH,60062,2636,9,2,1,No,4.0,0,2.0,19A
6427,116619.375,Condo,60201,900,5,1,0,No,1.0,0,1.0,19B
2196,395137.5,SFH,60062,1110,7,1,0,No,3.0,0,2.0,19A
1487,646134.375,SFH,60062,3256,10,3,2,Yes,5.0,0,2.0,19A
2171,296225.0,SFH,60002,2960,8,2,1,No,4.0,0,2.0,20A
8571,661893.75,SFH,60062,2746,8,2,1,No,4.0,0,2.0,19A
7012,556831.25,Duplex,60202,4250,12,3,1,Yes,3.0,2,2.0,19A
8934,152340.625,Condo,60025,875,5,1,0,No,2.0,0,2.0,19A
4580,302580.0,SFH,60076,1386,8,2,0,Yes,3.0,1,2.0,19A
595,288921.875,Condo,60201,900,4,1,0,No,1.0,0,1.0,20A
7719,344605.0,SFH,60025,1425,7,2,0,No,3.0,0,2.0,19A
9157,291100.0,SFH,60076,1058,8,2,0,Yes,3.0,1,2.0,19A
3849,628069.5347656248,SFH,60062,2504,8,2,1,No,4.0,0,2.0,19A
3880,568059.8046874998,SFH,60062,2945,10,2,1,No,3.0,0,2.0,19A
7745,281567.5,SFH,60203,1348,7,2,0,Yes,3.0,0,0.0,19A
6448,367718.75,SFH,60029,2720,10,2,1,No,4.0,0,2.0,19A
9284,126075.0,Condo,60625,850,4,1,0,No,1.0,0,0.0,19A
6305,896874.9999999999,SFH,60062,4400,13,4,1,No,5.0,0,2.0,19A
424,430756.25,SFH,60077,2800,9,2,1,Yes,4.0,0,2.0,19A
5174,619212.1093749998,SFH,60062,2504,9,2,1,No,4.0,0,2.0,19A
2981,202770.625,SFH,60053,1349,7,1,0,No,3.0,0,1.0,19A
6201,672400.0,SFH,60062,2929,11,3,1,Yes,4.0,0,2.5,19A
9153,329896.25,SFH,60025,1291,8,1,1,Yes,3.0,0,2.5,19A
2379,266500.0,SFH,60025,1156,6,1,1,No,3.0,0,2.5,19A
7128,841550.6249999999,SFH,60201,2482,10,4,0,Yes,5.0,0,2.0,19B
1801,2153781.25,SFH,60091,4000,11,4,2,Yes,5.0,0,2.0,recent
3170,397187.5,SFH,60025,2240,9,2,1,No,4.0,0,2.0,19A
7017,322875.0,SFH,60053,1100,8,2,0,Yes,3.0,1,1.5,19A
4229,623020.625,SFH,60062,2474,12,3,1,Yes,4.0,1,2.0,19A
2495,469120.4785156248,SFH,60062,1413,7,2,0,Yes,3.0,0,2.0,19A
3370,1830714.0624999995,SFH,60062,10696,15,6,1,Yes,5.0,0,4.0,19A
2328,152340.625,Condo,60202,1200,5,1,0,No,2.0,0,0.0,19B
6984,400132.1728515623,SFH,60076,1450,7,2,0,Yes,3.0,0,2.0,19A
5114,409743.75,SFH,60053,1800,7,2,0,Yes,3.0,0,2.5,19A
4639,563750.0,SFH,60091,2150,9,3,1,Yes,4.0,0,2.0,19B
8748,567232.4375,SFH,60062,2310,9,2,1,No,4.0,0,2.0,19A
2247,1163375.0,SFH,60201,2733,14,3,1,No,6.0,0,3.0,Pre1900
5869,715684.699375,SFH,60025,2530,8,3,0,No,3.0,0,2.0,recent
2562,673325.8632812498,SFH,60062,3708,12,3,1,Yes,4.0,0,2.0,19A
6692,541071.875,SFH,60025,2301,10,3,0,No,5.0,0,2.0,19A
8418,241643.75,SFH,60053,865,6,1,0,No,2.0,0,2.0,19A
2569,358739.1894531248,Townhouse,60077,2100,7,2,1,No,3.0,0,2.0,19A
9154,190734.05,Condo,60091,1050,5,2,0,No,2.0,0,0.0,19A
6737,599625.0,SFH,60062,2764,11,3,1,No,4.0,0,2.5,19A
6735,233597.5,SFH,60002,1831,7,2,1,No,3.0,0,2.0,19A
9024,609875.0,SFH,60025,2654,10,2,1,No,4.0,0,2.5,19A
2162,322875.0,SFH,60203,1924,10,3,0,Yes,3.0,0,2.0,19A
6309,286295.3125,Condo,60025,1200,5,2,0,No,2.0,0,1.0,19A
937,246000.0,Townhouse,60076,1365,6,1,1,No,3.0,0,0.0,19A
3707,250048.75,Condo,60202,1200,5,1,0,No,2.0,0,1.0,19B
2120,362990.9375,SFH,60077,2400,9,3,1,Yes,5.0,0,2.5,19A
2587,735437.5,SFH,60201,3032,11,3,1,No,7.0,0,0.0,Pre1900
8112,306782.5,Condo,60077,1600,5,2,0,No,2.0,0,2.0,20A
1205,278415.625,SFH,60076,1330,7,1,1,No,3.0,0,0.0,19A
5242,871249.9999999999,SFH,60062,3110,9,4,1,No,4.0,0,2.0,19A
6953,851006.2499999999,SFH,60091,2700,11,2,1,No,4.0,0,2.0,19A
139,896874.9999999999,SFH,60062,3924,12,3,1,No,4.0,0,2.0,19A
1336,193315.0,Condo,60077,801,4,1,0,No,1.0,0,1.0,20A
3043,375296.3828124998,SFH,60062,1614,5,2,0,No,2.0,0,2.0,19A
4809,696999.9999999999,SFH,60062,4690,14,3,1,No,5.0,0,3.5,19A
5911,264450.0,SFH,60002,2829,8,2,1,No,3.0,0,2.5,19A
6816,194365.625,Condo,60077,934,4,1,0,No,1.0,0,1.0,20A
5513,1434956.7578124993,SFH,60062,7185,14,5,1,Yes,5.0,1,4.0,20A
6798,511523.0468749998,SFH,60062,2994,10,2,1,No,4.0,0,2.0,19A
4643,423017.5,Condo,60062,2400,7,2,1,No,2.0,0,1.0,19A
4273,302375.0,Condo,60053,1646,7,2,1,No,3.0,0,2.0,20A
5838,121462.5,Condo,60076,1309,5,2,0,No,2.0,0,0.0,19A
2799,479216.3281249998,SFH,60062,1644,7,2,1,No,3.0,0,1.0,19A
6237,398186.875,SFH,60062,960,8,2,0,Yes,2.0,1,1.0,19A
3017,640625.0,Townhouse,60026,2463,9,3,1,Yes,3.0,0,2.0,19A
7832,325693.75,Condo,60201,1380,5,2,0,No,2.0,0,1.0,19A
4889,681624.9999999999,SFH,60025,2530,8,3,0,No,3.0,0,2.0,new
1010,784124.9999999999,SFH,60062,2760,11,2,1,No,5.0,0,2.0,19A
8576,376911.7187499999,SFH,60076,2000,8,3,0,Yes,4.0,0,2.0,19B
77,114902.5,SFH,60002,540,3,1,0,No,1.0,0,1.5,19B
4958,1418343.75,SFH,60091,3880,11,4,1,Yes,5.0,0,3.0,19B
5139,486875.0,SFH,60062,1541,8,3,1,Yes,3.0,0,2.0,19A
8596,628171.25,SFH,60002,5546,12,4,0,Yes,5.0,0,11.0,20A
7009,618135.2187499998,SFH,60062,2264,8,3,0,No,3.0,0,3.0,19A
4589,360889.6875,SFH,60202,1150,6,2,0,Yes,2.0,0,1.0,19B
4749,1379766.1132812495,SFH,60062,6780,10,6,1,Yes,5.0,0,4.0,20A
200,194271.06874999992,Condo,60077,1750,6,2,0,No,3.0,0,7.0,19A
1179,407950.0,Condo,60202,1662,6,2,0,No,3.0,0,0.0,19B
4211,199875.0,Condo,60053,1375,4,1,0,No,1.0,0,1.0,19A
1147,632425.0,SFH,60201,1770,8,1,1,No,4.0,0,1.0,19B
7217,258894.5,Condo,60201,1306,6,1,0,No,2.0,0,0.0,19B
4265,551796.0640234373,SFH,60062,2551,9,2,1,No,4.0,0,1.0,19A
7249,468578.75,SFH,60076,3182,10,2,1,No,4.0,0,1.0,19A
6593,550802.6324218748,SFH,60062,2300,8,2,0,No,4.0,0,1.0,19A
8447,968625.0,SFH,60062,3153,13,4,1,Yes,4.0,1,2.0,20A
4359,579501.7675781248,SFH,60062,1695,8,1,1,No,3.0,0,1.0,19B
4485,222425.0,Condo,60062,1348,5,2,0,No,2.0,0,1.0,19A
7473,273162.5,Condo,60077,1850,5,2,0,No,2.0,0,2.0,20A
5893,462275.0,Townhouse,60025,2476,7,3,1,Yes,3.0,0,2.0,19A
7340,172302.49999999994,Condo,60076,1825,6,2,0,No,3.0,0,0.0,19A
9098,440211.875,SFH,60201,1600,6,2,0,No,3.0,0,2.0,recent
7263,420250.0,Condo,60091,1800,6,2,0,No,3.0,0,0.0,19A
8037,1302499.2109374995,SFH,60062,3214,10,4,1,Yes,4.0,1,2.0,recent
4468,324925.0,SFH,60076,2306,8,2,1,No,4.0,0,0.0,19A
3933,291406.6031249999,SFH,60077,1006,7,2,0,Yes,2.0,1,2.0,19A
4817,349881.76406249986,SFH,60076,1344,7,2,0,Yes,3.0,0,2.5,19A
19,459019.6,SFH,60025,3149,10,2,1,No,4.0,0,2.0,19A
7469,398449.5312499999,SFH,60077,1900,9,2,0,Yes,4.0,0,1.0,19B
2309,469120.4785156248,SFH,60076,2150,8,2,0,No,4.0,0,2.5,19A
538,495369.6874999998,SFH,60062,3287,9,3,0,No,4.0,0,2.0,19A
3518,355111.25,Condo,60053,1738,5,2,0,No,2.0,0,1.0,20A
7157,543250.0,SFH,60025,3800,10,3,1,No,5.0,0,2.5,20A
5915,231137.5,Townhouse,60077,1200,6,1,1,No,3.0,0,0.0,19A
5780,651387.5,SFH,60202,2300,11,3,0,Yes,4.0,0,2.5,19B
3277,1220117.0781249995,SFH,60062,4331,12,4,1,Yes,4.0,1,2.5,20A
2823,559906.25,SFH,60026,2498,10,3,1,Yes,4.0,0,2.0,19A
5315,325693.75,SFH,60002,3386,9,2,1,No,4.0,0,3.0,20A
4351,430756.25,Townhouse,60025,2450,7,2,1,No,3.0,0,2.0,19A
3111,303630.625,Condo,60202,1215,5,2,0,No,2.0,0,1.0,19B
5441,396675.0,SFH,60025,1512,7,2,0,Yes,3.0,0,1.0,19A
8017,190609.64062499997,SFH,60202,1111,7,1,0,No,3.0,0,1.0,19A
8652,173353.125,SFH,60201,992,6,1,0,No,3.0,0,0.0,19A
1438,231137.5,Townhouse,60076,1072,6,1,1,No,2.0,0,0.0,19A
7966,298275.0,SFH,60076,1196,10,2,1,Yes,3.0,2,2.5,19A
3882,420250.0,Condo,60202,1200,5,2,0,No,2.0,0,1.0,19A
2206,353624.99999999994,SFH,60002,3385,9,3,0,No,4.0,0,3.5,20A
2993,273162.5,Condo,60201,1320,5,2,0,No,2.0,0,2.0,19A
8780,819999.9999999999,SFH,60025,4576,10,3,1,No,5.0,0,3.0,20A
44,726901.1718749998,SFH,60062,2900,10,2,1,No,4.0,0,2.0,19A
5615,461986.0781249998,SFH,60062,2500,8,2,1,No,3.0,0,2.0,19A
5726,86099.99999999999,SFH,60002,1277,4,1,0,No,2.0,0,1.0,19A
7783,526850.0,SFH,60062,2255,8,2,1,No,4.0,0,2.0,19A
4217,236390.625,Condo,60201,1117,5,2,0,No,2.0,0,1.0,19A
2085,992327.7886718746,SFH,60062,3966,12,3,1,Yes,4.0,0,3.0,20A
5406,544223.75,SFH,60201,2194,8,2,1,No,3.0,0,2.5,19B
4061,338249.99999999994,SFH,60076,1017,7,1,1,Yes,3.0,0,2.0,19A
8491,2532006.25,SFH,60025,5600,10,5,1,Yes,5.0,1,3.5,recent
9246,309934.375,Condo,60077,1550,5,2,0,No,2.0,0,1.0,20A
6625,1360559.375,SFH,60091,6000,16,5,1,Yes,5.0,1,2.0,recent
4828,696999.9999999999,SFH,60062,3408,14,5,1,Yes,5.0,1,3.0,19A
4106,309934.375,SFH,60053,1600,7,2,0,Yes,3.0,0,2.5,19A
3068,307500.0,SFH,60002,2238,7,2,1,No,3.0,0,2.0,19B
8624,264915.0937499999,SFH,60076,1000,5,1,1,No,3.0,0,2.0,19A
7603,530565.625,SFH,60062,2200,10,3,0,No,4.0,0,2.0,19A
7135,281567.5,Townhouse,60202,1282,6,1,1,No,3.0,0,0.0,19A
4335,185525.0,Condo,60091,950,4,1,0,No,1.0,0,1.0,19A
4698,451768.75,SFH,60091,1456,8,2,1,Yes,3.0,0,2.0,19A
8847,220631.25,Condo,60053,1528,5,2,0,No,2.0,0,2.0,19A
3130,233442.725,SFH,60002,1564,8,2,0,No,3.0,0,0.0,19A
1011,86151.25,Condo,60025,790,4,1,0,No,1.0,0,0.0,19A
6717,1426880.0781249995,SFH,60062,5300,13,6,2,Yes,5.0,1,5.0,19A
8658,352143.2343749999,SFH,60076,2048,7,2,0,Yes,3.0,0,0.0,19A
6109,367718.75,Townhouse,60062,2422,6,2,1,No,3.0,0,2.0,19A
622,173353.125,SFH,60002,1436,6,2,0,No,3.0,0,2.5,19A
2358,586774.0625,SFH,60025,2768,8,1,1,No,4.0,0,2.0,19A
6271,586248.75,SFH,60062,3414,8,2,1,No,4.0,0,2.0,19A
7386,919296.875,SFH,60025,3022,12,3,1,Yes,3.0,1,2.0,20A
5389,231137.5,Townhouse,60002,1755,6,2,1,No,2.0,0,2.0,20A
1850,511523.0468749998,SFH,60062,2507,8,2,1,No,4.0,0,2.0,19A
7627,357212.5,Townhouse,60077,1800,8,2,1,No,3.0,0,2.0,20A
412,661893.75,SFH,60062,3750,9,4,1,Yes,4.0,1,2.0,20A
292,743124.9999999999,SFH,60025,2958,10,2,1,No,4.0,0,2.0,19A
79,513272.9941406248,SFH,60062,2789,11,2,1,No,5.0,1,2.0,19A
6343,263659.596875,SFH,60002,2434,8,2,1,No,3.0,0,2.0,recent
1015,374125.0,SFH,60053,1312,7,2,0,Yes,3.0,0,3.0,19A
2016,527622.5617187498,SFH,60062,1695,9,2,1,No,4.0,0,2.0,19A
3002,157593.75,Condo,60202,950,5,2,0,No,2.0,0,0.0,19B
9224,435625.0,SFH,60062,2862,9,2,1,No,5.0,0,2.0,19A
8230,315187.5,SFH,60076,1128,6,2,0,Yes,3.0,0,3.0,19A
5152,890724.9999999999,SFH,60062,5772,13,4,1,Yes,5.0,0,3.0,19A
1884,207050.0,SFH,60053,1047,5,1,0,No,3.0,0,1.0,19A
6011,583096.875,SFH,60025,3036,12,2,1,No,4.0,0,3.0,19A
6949,423837.5,SFH,60201,1701,7,1,1,Yes,3.0,0,1.0,19A
4349,1190358.125,SFH,60091,5981,13,4,2,Yes,6.0,0,2.0,19A
13,335989.8749999999,SFH,60077,1472,9,2,1,Yes,4.0,0,0.0,19B
9141,387572.9359374999,SFH,60076,1677,7,2,0,No,3.0,0,2.0,19A
8287,210125.0,SFH,60002,1140,5,1,1,No,2.0,0,4.0,19A
4026,351959.375,SFH,60076,1555,11,3,0,Yes,3.0,1,2.0,19A
5161,189625.0,Condo,60202,1000,5,1,0,No,2.0,0,0.0,19B
2589,284089.0,SFH,60076,1344,7,2,0,No,4.0,0,0.0,19A
5397,141450.0,Condo,60053,1200,5,2,0,No,2.0,0,1.0,19A
3952,419225.0,SFH,60002,3200,10,4,0,Yes,3.0,2,4.0,19A
8283,1240250.0,SFH,60025,3355,11,5,1,Yes,4.0,1,2.0,new
4881,712323.75,SFH,60062,2698,10,4,1,Yes,4.0,0,2.0,19A
6626,579501.7675781248,SFH,60076,1959,10,4,0,Yes,4.0,1,1.0,19A
5907,175506.24960937494,Condo,60077,1200,5,2,0,No,2.0,0,0.0,19A
7298,587824.6875,Townhouse,60062,2727,8,2,1,No,3.0,0,2.0,20A
8057,481750.0,SFH,60091,1688,9,2,0,No,3.0,1,2.0,19A
6054,216787.5,SFH,60002,1312,6,1,0,No,3.0,0,2.0,19A
3054,548137.3281249999,SFH,60062,2737,10,2,1,No,4.0,0,2.0,19A
2724,212226.25,Condo,60201,805,3,1,0,No,1.0,0,1.0,20A
6889,488540.625,SFH,60062,1429,8,2,1,No,3.0,0,2.0,19A
4715,262656.25,SFH,60076,943,5,1,0,No,2.0,0,1.5,19A
8532,684363.9921874998,SFH,60062,2896,9,2,1,No,4.0,0,2.0,19A
7974,507375.0,Condo,60076,2150,8,2,0,No,3.0,0,1.0,20A
995,312298.2812499999,SFH,60077,1388,7,1,1,No,3.0,0,2.0,19A
1692,281875.0,SFH,60053,1467,7,2,0,Yes,3.0,0,2.0,19A
8598,235237.5,SFH,60002,2650,10,2,1,Yes,3.0,0,2.0,20A
3737,391853.5761718748,SFH,60076,2014,7,2,0,No,3.0,0,2.0,19A
9258,513755.625,SFH,60062,2082,9,2,1,No,3.0,0,2.0,19A
4855,294175.0,Condo,60201,1116,5,2,0,No,2.0,0,1.0,19A
6001,183859.375,Condo,60053,1500,5,2,0,No,2.0,0,1.0,19A
5331,367718.75,Townhouse,60053,1758,6,2,1,No,2.0,0,2.0,recent
1819,130175.0,Condo,60201,900,4,1,0,No,1.0,0,0.0,19B
6240,466943.875,SFH,60076,1740,8,3,0,No,4.0,0,2.0,19A
4488,330946.875,SFH,60002,1941,6,2,0,No,3.0,0,2.0,recent
4840,275622.5,Townhouse,60203,1343,8,1,1,No,4.0,0,0.0,19A
1890,193725.0,Condo,60062,1350,5,2,0,No,2.0,0,1.0,19A
9089,414612.5,SFH,60201,1905,8,2,0,No,3.0,0,2.0,Pre1900
4994,422812.5,Condo,60091,1327,5,2,0,No,2.0,0,1.0,19B
8218,767284.5703124998,SFH,60062,3000,9,3,0,No,4.0,0,2.0,19A
1639,187062.5,Condo,60202,798,4,1,0,No,1.0,0,1.0,19A
204,214225.0,SFH,60002,1409,6,2,1,No,3.0,0,3.0,19A
7637,781049.9999999999,SFH,60201,2236,11,3,1,Yes,3.0,0,2.0,19B
6000,256250.0,Townhouse,60091,1288,8,1,1,No,3.0,0,0.0,19A
5864,403833.9843749999,SFH,60062,1612,6,2,0,No,2.0,0,2.0,19A
9279,235750.0,Condo,60077,1100,5,2,0,No,2.0,0,1.0,20A
673,471880.0107421873,SFH,60062,2000,7,2,0,No,3.0,0,2.0,19A
